Year,home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,Round,_home_team_norm,_away_team_norm,Home_Avg_Squad_Age,Away_Avg_Squad_Age,Home_Avg_Experience_Caps,Away_Avg_Experience_Caps,Home_FIFA_Rank,Away_FIFA_Rank,FIFA_Rank_Diff,Age_Diff,Exp_Diff
2018,Germany,Mexico,0,1.4,,1,1.3,,Group stage,Germany,Mexico,27.09,29.17,41.09,60.3,2.0,8.0,6.0,-2.080000000000002,-19.209999999999994
2018,Brazil,Switzerland,1,2.2,,1,0.9,,Group stage,Brazil,Switzerland,28.61,27.26,29.87,37.35,1.0,14.0,13.0,1.3499999999999979,-7.48
2018,France,Australia,2,1.3,,1,1.0,,Group stage,France,Australia,26.09,28.22,26.04,29.83,1.0,26.0,25.0,-2.129999999999999,-3.789999999999999
2018,Argentina,Iceland,1,1.9,,1,1.0,,Group stage,Argentina,Iceland,29.52,28.52,37.35,40.04,6.0,14.0,8.0,1.0,-2.6899999999999977
2018,Peru,Denmark,0,1.7,,1,1.0,,Group stage,Peru,Denmark,27.48,27.09,35.87,26.57,,15.0,,0.39000000000000057,9.299999999999997
2018,Croatia,Nigeria,2,1.5,,0,0.7,,Group stage,Croatia,Nigeria,27.83,26.04,40.3,25.61,13.0,23.0,10.0,1.7899999999999991,14.689999999999998
2018,Egypt,Uruguay,0,0.3,,1,1.6,,Group stage,Egypt,Uruguay,28.96,28.09,37.3,42.26,,21.0,,0.870000000000001,-4.960000000000001
2018,Morocco,IR Iran,0,0.7,,1,1.0,,Group stage,Morocco,Iran,27.17,27.26,24.04,30.52,,,,-0.08999999999999986,-6.48
2018,Portugal,Spain,3,1.2,,3,1.6,,Group stage,Portugal,Spain,28.43,28.43,39.52,42.22,6.0,11.0,5.0,0.0,-2.6999999999999957
2014,Russia,Saudi Arabia,5,1.7,,0,0.2,,Group stage,Russia,Saudi Arabia,27.43,26.43,26.7,48.17,18.0,28.0,10.0,1.0,-21.470000000000002
